name,rating,reviews,cuisine,price,location
Nawab Chatga,4.2,3128,Bengali,$$,Gulshan
Bangla Korai Restaurant,4.2,33,Bengali,৳1–200,Gulshan
Paturi Banani,4.3,1467,Bengali,$$,Gulshan
Green Bangla Khabar Restaurant,4.6,17,Bengali,N/A,Gulshan
Jadu Bangla Restaurant,4,652,Bengali,৳1–200,Gulshan
Jatra Biroti,4.1,4134,Bengali,$$$,Gulshan
Sharmin Queen,4.5,1177,Bengali,$$,Gulshan
Binni Restaurant,4,1285,Bengali,$$,Gulshan
Hello Dhaka,4.2,213,Bengali,$$,Gulshan
Terracotta Tales,4.3,2933,Bengali,N/A,Gulshan
Dhaka Metro Restaurant,4.1,1327,Bengali,$$,Gulshan
Royal Bengal,4.1,23,Bengali,N/A,Gulshan
Khushboo Restaurant,4.1,1355,Bengali,৳400–600,Gulshan
Sweets of Bengal,4.2,357,Bengali,৳1–200,Gulshan
"Ankur Restaurant, Gulshan Lake Drive",4.3,12,Bengali,N/A,Gulshan
Kosturi Kitchen,3.8,980,Bengali,$$,Gulshan
Nimtola Bangla Food Hotel,5,2,Bengali,N/A,Gulshan
Notun Polao Ghor,3.9,341,Bengali,৳200–400,Gulshan
Lucknow Dhaka,4.1,1879,Bengali,"৳2,000+",Gulshan
Sokal Sondha Biriyani House,4.8,4,Bengali,N/A,Gulshan
Yum Cha District,4.4,2654,Chinese,N/A,Gulshan
Bamboo shoot Gulshan,4.2,1193,Chinese,"৳2,000+",Gulshan
BAO,4.2,1248,Chinese,$$,Gulshan
敦煌楼,4.6,65,Chinese,"৳2,000+",Gulshan
The Red Chamber,4.2,530,Chinese,N/A,Gulshan
HAKKA DHAKA,4.2,2242,Chinese,$$,Gulshan
PD-Panda Dumplings,4.2,2108,Chinese,$$,Gulshan
Chows,4.2,1172,Chinese,"৳2,000+",Gulshan
Hongbao,4.5,545,Chinese,"৳2,000+",Gulshan
China Garden Restaurant Ltd,4.3,343,Chinese,"৳2,000+",Gulshan
"Cheong Shing Restaurant, Dhaka.",4.2,634,Chinese,"৳2,000+",Gulshan
贤聚炭烤,4.4,82,Chinese,"৳2,000+",Gulshan
Sichuan hotpot,4.7,113,Chinese,"৳2,000+",Gulshan
KFD Express,4.2,2334,Chinese,৳200–400,Gulshan
China101,4.3,236,Chinese,N/A,Gulshan
China Town BBQ,4.5,202,Chinese,"৳2,000+",Gulshan
Olive Garden,3.8,407,Chinese,"৳2,000+",Gulshan
Garlic 'n Ginger Gulshan,4,1284,Chinese,$$,Gulshan
New Cathay,4,527,Chinese,$$,Gulshan
Hakka Dhaka,4.2,44,Chinese,N/A,Gulshan
Sajna Restaurant,4.1,2702,Indian,$$,Gulshan
Amrit restaurant,4.7,963,Indian,N/A,Gulshan
Handi (Gulshan Branch),4,3730,Indian,$$,Gulshan
KHAZANA,4.3,711,Indian,N/A,Gulshan
Koyla Restaurant,4.2,2752,Indian,$$,Gulshan
Bukhara Restaurant,4.2,971,Indian,"৳2,000+",Gulshan
Flambe Restaurant,4.3,1386,Indian,$$,Gulshan
Dhaba Banani,3.9,1380,Indian,$$,Gulshan
Istanbul Restaurant Dhaka,4.1,1909,Indian,"৳2,000+",Gulshan
Tarka,4,2188,Indian,$$,Gulshan
Kareem's Dhaka,3.9,153,Indian,"৳2,000+",Gulshan
The Great Kabab Factory,4.3,2280,Indian,$$$,Gulshan
Tarka Express,4.1,44,Indian,৳400–600,Gulshan
Darbar,3.9,9,Indian,৳400–600,Gulshan
Koreana Restaurant,4.4,2770,Indian,"৳2,000+",Gulshan
Roll Xpress Cafe,4.3,2042,Indian,$$,Gulshan
Santoor Fusion Dining,4.1,37,Indian,N/A,Gulshan
Thai Emerald,4.3,2969,Thai,$$$,Gulshan
Laughing Buddha,4.4,1224,Thai,"৳2,000+",Gulshan
Thai Signatures,4.2,606,Thai,N/A,Gulshan
Soi 71,4.2,1738,Thai,"৳2,000+",Gulshan
Khao San - Gulshan,4.3,392,Thai,$$,Gulshan
Mamagocho,4.5,351,Thai,N/A,Gulshan
Pan Tao Thai Cuisine,4.2,1201,Thai,N/A,Gulshan
Krua Thai,3.9,2182,Thai,$$$,Gulshan
Ruen Busaba,4.3,578,Thai,"৳2,000+",Gulshan
Sukumvit Thai Restaurant,5,9,Thai,N/A,Gulshan
Thai Bahn,4.1,25,Thai,৳600–800,Gulshan
SILK SPOON,5,2,Thai,N/A,Gulshan
Thai Zone & Food Gallery Restaurant,5,3,Thai,N/A,Gulshan
Authentic Thai Dining,3.9,12,Thai,N/A,Gulshan
Baan Busaba,4.1,80,Thai,N/A,Gulshan
BOHO Banani,4.1,486,Thai,N/A,Gulshan
Mi Thai,4,78,Thai,৳400–600,Gulshan
Sawadee,3.8,22,Thai,N/A,Gulshan
Bella Italia,4.3,2211,Italian,$$,Gulshan
Brio: Italian Restaurant,4.4,102,Italian,"৳2,000+",Gulshan
Raffinato Ristorante Italiano,4,592,Italian,N/A,Gulshan
Prego,4.3,266,Italian,"৳2,000+",Gulshan
Pizza Da Wali,4.5,327,Italian,N/A,Gulshan
"Spaghetti Jazz, Dhaka",4.2,1044,Italian,"৳2,000+",Gulshan
Ciao Dhaka,4.3,205,Italian,N/A,Gulshan
Pizza & More,4.4,303,Italian,N/A,Gulshan
O' Play Restaurant,4.2,1791,Italian,$$$,Gulshan
Evviva Italian Ristorante,4.1,312,Italian,N/A,Gulshan
Pizza Roma,4.2,948,Italian,$$,Gulshan
Pizza Guy,4.3,3525,Italian,$$,Gulshan
MANZO Restaurant Dhaka,4.5,411,Italian,"৳2,000+",Gulshan
Only Pasta: From Flour To Flavor- Best Pasta In Bangladesh,4.7,76,Italian,৳400–800,Gulshan
Bistro-E,4.4,2024,Italian,$$$,Gulshan
Pizza Italiana,4.1,176,Italian,$$,Gulshan
PastaMania Bangladesh,4.2,278,Italian,৳400–600,Gulshan
Pizza Bellino - Gulshan,5,12,Italian,N/A,Gulshan
Pizza Milano BD,4.4,60,Italian,"৳1,000–1,200",Gulshan
Pizza Inn Gulshan 1,4.1,3566,Italian,$$$,Gulshan
কিমবাপ হাউজ বাই কোরিয়ানা রেস্টুরেন্ট,4.5,146,Korean,N/A,Gulshan
MOJA Korean Fusion Restaurant,4.9,286,Korean,N/A,Gulshan
Goong The Castle,4.4,834,Korean,"৳2,000+",Gulshan
Sura Korean Restaurant,4.3,633,Korean,"৳2,000+",Gulshan
Sol,5,2,Korean,N/A,Gulshan
Kora Fry,4.2,83,Korean,৳200–400,Gulshan
Kimchi Season,5,3,Korean,N/A,Gulshan
ABSOLUTE KOREAN,3,67,Korean,N/A,Gulshan
Mokja BD,4.3,64,Korean,N/A,Gulshan
Flames of Korea,4,220,Korean,N/A,Gulshan
Bunka: Oriental All-You-Can-Eat,4.1,474,Korean,"৳2,000+",Gulshan
New Dragon 新龙轩,4,81,Korean,N/A,Gulshan
Asian Express,2.8,4,Korean,N/A,Gulshan
bbq Bangladesh Banani,4.2,1063,Korean,$$$,Gulshan
Izumi Japanese Kitchen,4.5,2126,Japanese,"৳2,000+",Gulshan
Takumi,4.6,497,Japanese,"৳2,000+",Gulshan
kiyoshi,4.4,1491,Japanese,$$$,Gulshan
Sushi Tei Bangladesh,4.3,1114,Japanese,"৳2,000+",Gulshan
Umai,4.3,683,Japanese,"৳2,000+",Gulshan
Tokyo Kitchen,4.2,1890,Japanese,$$,Gulshan
Izakaya Gulshan,4.4,45,Japanese,"৳2,000+",Gulshan
Teppanyaki Dhaka,4.4,34,Japanese,"৳2,000+",Gulshan
Tokyo Express,4.2,1860,Japanese,$$,Gulshan
Ginza,4.2,2464,Japanese,$$,Gulshan
Konami Dhaka,4.7,68,Japanese,"৳2,000+",Gulshan
Fools Diner,4.4,2117,Japanese,$$,Gulshan
Sushi Samurai,4.1,990,Japanese,$$$,Gulshan
Nori,4.5,596,Japanese,N/A,Gulshan
Yumi at Sheraton Dhaka,4.5,208,Japanese,"৳2,000+",Gulshan
Teriyaki Boy & Sizzlin' Steak,4.4,203,Japanese,N/A,Gulshan
"Japanese Restaurant ICHI in Banani, Dhaka.",4,340,Japanese,$$$,Gulshan
Sushi Go,4.3,123,Japanese,N/A,Gulshan
Samdado Japanese Cuisine,4.5,2,Japanese,N/A,Gulshan
Hiroshi Ramen,4.4,44,Japanese,"৳2,000+",Gulshan
El Toro Mexican Restaurant,4.1,1131,Mexican,$$$,Gulshan
Taqueria Lola,4.1,446,Mexican,$$,Gulshan
Dos Locos,3.7,50,Mexican,N/A,Gulshan
Cilantro,4.1,1880,Mexican,$$$,Gulshan
Cafe Mario's,3.8,5,Mexican,N/A,Gulshan
El Toro Express,N/A,N/A,Mexican,N/A,Gulshan
Taco Twist,3.3,3,Mexican,N/A,Gulshan
Texas Flame | Best Steakhouse In Dhaka,4.9,3391,Mexican,"৳2,000+",Gulshan
Delhi Tacos,3.3,3,Mexican,N/A,Gulshan
TODOS SANTOS,4,91,Mexican,N/A,Gulshan
RUYI BARBECUE,4.5,136,BBQ,"৳2,000+",Gulshan
Bar.B.Q Tonight,4.3,1067,BBQ,$$$,Gulshan
Bar B Q Tonight Dhaka,4.6,7,BBQ,"৳2,000+",Gulshan
Woodhouse Grill Banani,4.6,10044,BBQ,"৳2,000+",Gulshan
Meat Theory,4.8,5008,BBQ,"৳2,000+",Gulshan
Steak & Marrow,4.6,905,BBQ,"৳2,000+",Gulshan
Charcoal BAR & BBQ Restaurant,4.5,437,BBQ,"৳2,000+",Gulshan
Sky Pool Restaurant,4.3,449,BBQ,"৳2,000+",Gulshan
Grill On The Skyline,4.5,209,BBQ,N/A,Gulshan
Bar B Q Tonite,4.2,3322,BBQ,$$,Gulshan
Woodhouse Grill Gulshan,4.8,1069,BBQ,"৳2,000+",Gulshan
Beyond Buffet (Gulshan),4,3979,BBQ,$$$,Gulshan
Grill Theory,4.7,66,BBQ,N/A,Gulshan
Pizzaburg Gulshan,4.8,4672,BBQ,৳200–600,Gulshan
Oro Dhaka,4.4,610,BBQ,"৳2,000+",Gulshan
Chef's Table - Gulshan 2,4.5,9928,BBQ,N/A,Gulshan
Kacchi Bhai - Gulshan,4.2,3443,Biryani/Kacchi,৳200–400,Gulshan
Sultan's Dine Gulshan Branch,4.3,11503,Biryani/Kacchi,৳400–600,Gulshan
Fakhruddin Biriyani & Restaurant - Gulshan 1,3.9,2715,Biryani/Kacchi,৳200–400,Gulshan
Kacchi Bhai - Taste Of Traditional Kacchi,4.1,5225,Biryani/Kacchi,৳200–400,Gulshan
Kacchi Bhai - Khilgaon,4.6,809,Biryani/Kacchi,$$,Gulshan
Bhagyakul Kacchi Ghor,4.3,10,Biryani/Kacchi,"৳2,000+",Gulshan
Kolkata Kacchi Ghor,4.1,5490,Biryani/Kacchi,৳200–400,Gulshan
Kacchi Bhai,4,7782,Biryani/Kacchi,৳200–400,Gulshan
Noyon Biriyani House,4.2,5856,Biryani/Kacchi,৳1–200,Gulshan
Kacchi Bhai - Banasree,4.1,1510,Biryani/Kacchi,৳200–600,Gulshan
Kacchi Bhai- Baily Road,4,2295,Biryani/Kacchi,৳200–400,Gulshan
Kacchi Bhai - Uttara,4.1,5539,Biryani/Kacchi,৳200–400,Gulshan
Pagla Baburchi,4.1,1492,Biryani/Kacchi,N/A,Gulshan
Kacchi Bhai - Dhanmondi,4,5636,Biryani/Kacchi,৳200–600,Gulshan
Bismillah Hanif Biriyani and Restaurant,3.8,17,Biryani/Kacchi,৳200–400,Gulshan
Halal Bashmoti Kacchi Biriyani,4.4,200,Biryani/Kacchi,৳200–400,Gulshan
"Domino’s Pizza, Gulshan 1",4.3,825,Pizza,$$,Gulshan
Cheez Banani,4.4,2174,Pizza,$$,Gulshan
Pizza Hut,4.2,1226,Pizza,$$,Gulshan
Domino's Pizza Banani,4.4,2257,Pizza,$$,Gulshan
Pizza Hut Gulshan 2,4.2,248,Pizza,$$,Gulshan
Pizza Inn Banani,4,1465,Pizza,"৳800–1,000",Gulshan
PizzaBurg Bashundhara,4.8,9977,Pizza,$$,Gulshan
Farmhouse Burger,4.3,2178,Burger,$$$$,Gulshan
American Burger | Gulshan 2,4.3,985,Burger,৳200–400,Gulshan
Burger King Gulshan 2,4.2,3042,Burger,$$,Gulshan
Smash N Stack Burgers,4.5,86,Burger,৳400–600,Gulshan
BurgerGo - Gulshan,5,14,Burger,N/A,Gulshan
Herfy Bangladesh,4.3,9053,Burger,$$,Gulshan
Burger King Banani,4.2,4301,Burger,N/A,Gulshan
American Burger Banani,4.3,573,Burger,৳200–400,Gulshan
Chillox Banani,4.4,5715,Burger,৳200–400,Gulshan
Takeout Banani,4.4,5914,Burger,৳400–600,Gulshan
Smashed Burgers,4,505,Burger,N/A,Gulshan
Boogeyman,4.7,41,Burger,N/A,Gulshan
SHACK,4,78,Burger,৳200–400,Gulshan
Takeout Gulshan,4.3,52,Burger,৳400–600,Gulshan
"Madchef Banani, Dhaka.",4.3,3946,Burger,৳400–600,Gulshan
Burger Lab,4.3,1536,Burger,৳200–400,Gulshan
Madchef & Cheez! Gulshan 1,4,156,Burger,N/A,Gulshan
Burger Time,4.5,50,Burger,N/A,Gulshan
BFC (Best Fried Chicken),4.2,2308,Fast Food,৳200–400,Gulshan
South Avenue Tower,4.2,6224,Fast Food,$$,Gulshan
KFC RM Center,4.2,1963,Fast Food,৳200–600,Gulshan
"KSA ALBAIK INTERNATIONAL - Gulshan 2,Dhaka",3.8,451,Fast Food,N/A,Gulshan
CP Five Star (Tummy Yummy),4,427,Fast Food,৳1–200,Gulshan
Galito's Gulshan-2,4.2,1100,Fast Food,$$$,Gulshan
Crisp Gulshan 1,3.8,153,Fast Food,৳200–400,Gulshan
Khana's Banani,4.2,867,Fast Food,৳200–400,Gulshan
Fry Bucket - Gulshan 1,4.4,28,Fast Food,৳200–400,Gulshan
Tabaq Coffee | Gulshan Avenue,4.5,4555,Cafe,$$,Gulshan
The Coffee Lounge Bangladesh,4.6,204,Cafe,N/A,Gulshan
HEXA Dine - Restaurant & Café,4.2,744,Cafe,N/A,Gulshan
Happiness Cafe,4.3,496,Cafe,N/A,Gulshan
NORTH END coffee roasters Cityscape,4.6,4446,Cafe,$$,Gulshan
Cafe Colombia,4.5,362,Cafe,N/A,Gulshan
Gloria Jean's Coffees,4.4,7474,Cafe,$$$,Gulshan
Kiva Han,4.2,2377,Cafe,$$,Gulshan
NORTH END coffee roasters LK Tower 2,4.5,4935,Cafe,৳200–600,Gulshan
The Cafe Rio (Gulshan - 1),4,2262,Cafe,"৳1,200–1,400",Gulshan
Biancaffé Gulshan,4.6,107,Cafe,N/A,Gulshan
KONA Cafe,4.2,320,Cafe,N/A,Gulshan
"Gloria Jean's Coffees, Gulshan 1",4.4,8997,Cafe,$$$,Gulshan
Crimson Cup Coffee,4.3,1169,Cafe,$$$,Gulshan
Sparrows,4.1,685,Cafe,N/A,Gulshan
C House Café,4.3,137,Cafe,N/A,Gulshan
The White Canary Café,4.2,1971,Cafe,$$$,Gulshan
NORTH END coffee roasters Shahabuddin Ahmed Park,4.5,1187,Cafe,$$,Gulshan
Boithok,4.3,1363,Bengali,$$,Banani
Salam's Kitchen,4,3401,Bengali,৳400–600,Banani
Chilekotha Restaurant Banani,3.6,1509,Bengali,$$,Banani
Taj Mahal Tandoori & Kabab,4.1,360,Bengali,৳1–200,Banani
Khichuriwala,4.5,72,Bengali,N/A,Banani
"Bumble Bee Dhaka, Cafe & Chinese Restaurant",4.7,9,Chinese,N/A,Banani
Chilis,4.2,383,Chinese,"৳2,000+",Banani
Tame The Dragon,4.6,7,Chinese,N/A,Banani
Travel East Banani,4.2,857,Chinese,N/A,Banani
Shanghai 10,4.2,102,Chinese,N/A,Banani
Hello Fried Rice,4.4,17,Chinese,N/A,Banani
Aaheli Kabab and Chinese Restaurant,4,579,Chinese,৳400–600,Banani
Shang High,3.9,222,Chinese,N/A,Banani
Bibi Dhaba,4.3,67,Indian,$$,Banani
"Salt n' Spice, Banani",4.7,15,Indian,N/A,Banani
Thai Chi Restaurant & Cafe,4.1,5350,Thai,$$,Banani
Thai Orient Express,4.2,5,Thai,N/A,Banani
Thai Garden Chinese & Thai Restaurant,4,1133,Thai,$$,Banani
Alfresco Banani,4.2,3279,Italian,৳400–600,Banani
Villa Azzur,4.3,449,Italian,N/A,Banani
OVEN,4.2,103,Italian,N/A,Banani
Hungry Pizza Lovers,5,3,Italian,N/A,Banani
Zephyr Restaurant & Lounge,4.4,638,Italian,N/A,Banani
Barcode Cafe,4.3,4563,Italian,$$,Banani
Banani lake,3.8,4,Korean,N/A,Banani
Korean Mart Ltd,4.3,469,Korean,N/A,Banani
Little Korea,4.1,399,Korean,N/A,Banani
KIRIKO,4.1,123,Japanese,"৳2,000+",Banani
Runrunty Japanese Restaurant & Cuisine,4,8,Japanese,N/A,Banani
Cielo Rooftop Banani,4.1,1286,Mexican,N/A,Banani
Arrowhead Grill,4.7,2873,Mexican,"৳2,000+",Banani
Steakout,4.6,4611,Mexican,"৳2,000+",Banani
Time Out,4.2,2328,Mexican,$$,Banani
Tagore Terrace,4.3,1669,Mexican,$$,Banani
Tree House,4.2,2889,Mexican,$$,Banani
Margarita Storm powered by Sunrise Tacos,5,2,Mexican,N/A,Banani
Meat Story,4.5,611,BBQ,৳400–600,Banani
Manzar Banani,4.5,32,BBQ,N/A,Banani
Haji Biriyani Banani,3.5,102,Biryani/Kacchi,৳200–400,Banani
Kacchi Bari,4.5,887,Biryani/Kacchi,৳200–400,Banani
Bashmoti Kacchi,4.1,2448,Biryani/Kacchi,৳200–400,Banani
Sultan's Dine - Dhanmondi,4.2,21456,Biryani/Kacchi,৳400–600,Banani
Siyam Biriyani House,3.7,9,Biryani/Kacchi,N/A,Banani
Gh,4.3,679,Biryani/Kacchi,৳400–600,Banani
Pizzerian's Piece,5,11,Pizza,N/A,Banani
Pizza Hut Banani,4.2,1556,Pizza,$$,Banani
"PIZZA HOT & TASTY, Banani",5,5,Pizza,N/A,Banani
G.M.T Catering Services,5,43,Pizza,N/A,Banani
Herfy - Banani,4.3,3001,Burger,$$,Banani
Burger Xpress - Banani - Takeout Only,4,77,Burger,৳200–400,Banani
BFC - Banani,4.2,3374,Burger,৳200–400,Banani
Burgwich TOWN Dhaka,4.4,183,Burger,N/A,Banani
KFC Banani,4,1933,Fast Food,$$,Banani
Shawarma House Banani,3.8,466,Fast Food,৳400–600,Banani
STREET FOOD RESTAURANT,4,157,Fast Food,$,Banani
Best fast food restaurant in Dhaka Banani .Wood Mood,5,2,Fast Food,N/A,Banani
Fuchka-Wali,4.2,805,Fast Food,৳200–400,Banani
NORTH END coffee roasters Borak Mehnur,4.6,4726,Cafe,$$,Banani
Coal & Coffee,4.4,672,Cafe,$$,Banani
CAF,4.3,787,Cafe,N/A,Banani
"Awake Coffee Roasters, Banani",4.8,448,Cafe,N/A,Banani
Cafe Banani,3.9,67,Cafe,৳400–600,Banani
Bosco Cafe and Bistro,4.9,27,Cafe,N/A,Banani
Tastebud,4.2,1549,Cafe,$$,Banani
Boomers Cafe,4.1,2206,Cafe,৳200–400,Banani
"Orange & Half Cafe, Bulu Ocean Tower Banani",4.9,10,Cafe,N/A,Banani
Tu do Restaurant,4.6,824,Cafe,N/A,Banani
Brewers Den ব্রুয়ারস ডেন,4.7,461,Cafe,N/A,Banani
Emerald Bakery & Cafe,4.4,695,Cafe,N/A,Banani
Bangaliana Bhoj,3.8,509,Bengali,৳200–400,Baridhara
The Atrium Restaurant,4.1,2731,Bengali,$$$,Baridhara
Bangla Kitchen | North Baridhara,4.3,15,Bengali,৳1–200,Baridhara
The Traditional Bengal,N/A,N/A,Bengali,N/A,Baridhara
Baridhara Bangla Kitchen,5,4,Bengali,N/A,Baridhara
Cafe 4 Star Hotel & Kabab,3.8,1047,Bengali,৳200–400,Baridhara
Nabihah Restaurant N` Café,4.8,19,Bengali,N/A,Baridhara
Vorta Bari Restaurant,3.8,345,Bengali,৳1–200,Baridhara
Magpie Restaurant,4,5666,Bengali,৳200–400,Baridhara
Dhakaiya Baburchi,5,4,Bengali,N/A,Baridhara
Haveli,4.8,9,Bengali,N/A,Baridhara
Hotpot restaurant,5,1,Chinese,N/A,Baridhara
驻海餐厅,5,1,Chinese,N/A,Baridhara
Sanxi Thai Chinese,3.8,1516,Chinese,$$,Baridhara
OLIO FOODS,5,1,Chinese,N/A,Baridhara
Xining Sizzler House,4.7,3,Chinese,N/A,Baridhara
Garlic 'n Ginger,4.3,2792,Chinese,$$,Baridhara
Luxrewa Bangladesh Limited,4.1,19,Chinese,"৳1,800–2,000",Baridhara
China golden restaurant,4.4,17,Chinese,"৳2,000+",Baridhara
The Chicki Chunk,5,3,Chinese,N/A,Baridhara
Shayan Enterprise.Net,5,3,Chinese,N/A,Baridhara
Mughal Mahal Indian Spicy,3.5,374,Indian,N/A,Baridhara
Little India,3.4,5,Indian,N/A,Baridhara
Desi Bites Bashundhara,4,42,Indian,N/A,Baridhara
Green Thai cuisine,5,3,Thai,N/A,Baridhara
INAZ,4.4,259,Thai,N/A,Baridhara
Taiking Thai - Chinese Restaurant and Party Centre Limited,3.8,1147,Thai,$$,Baridhara
Thai Momo,5,5,Thai,N/A,Baridhara
Pizza Circle,4.7,28,Italian,৳400–800,Baridhara
Delectus Cafe & Bistro,4.5,128,Italian,N/A,Baridhara
Margarita Resturant and Cafe,4.2,9,Italian,N/A,Baridhara
Pizza Dine,4.4,364,Italian,৳200–400,Baridhara
Italian Pizza Hut,4.1,288,Italian,৳400–600,Baridhara
Seoul Tokyo,5,2,Korean,N/A,Baridhara
little KOREA restaurant,4.7,6,Korean,N/A,Baridhara
Mashawi Cuisine Restaurant & Party Center,4.2,78,Korean,N/A,Baridhara
Yuseong ~ Wari,4.2,224,Korean,N/A,Baridhara
Midori Japanese Restaurant,4.2,43,Japanese,$$$$,Baridhara
Nobu Signature Baridhara,5,4,Japanese,N/A,Baridhara
Bonsai Japanese Restaurant,5,3,Japanese,N/A,Baridhara
Sakura Japanese kitchen,5,3,Japanese,N/A,Baridhara
TokyoDango,4.4,64,Japanese,৳1–200,Baridhara
Sushi king,4.6,14,Japanese,N/A,Baridhara
Kampai Dhaka,4.6,9,Japanese,"৳2,000+",Baridhara
Tokyo Diner,5,2,Japanese,N/A,Baridhara
"Sushi Season, Gulshan Lake Drive",3.8,17,Japanese,N/A,Baridhara
Asian Bar-Be-Cue,4.1,452,BBQ,৳1–400,Baridhara
ARMANI LOUNGE,4,408,BBQ,"৳1,000–1,400",Baridhara
Bar-B-Q Skyline,4.2,194,BBQ,$$,Baridhara
Royal bbq Chicken,4.2,1938,BBQ,N/A,Baridhara
Rajbari Food Court,4.1,3581,BBQ,৳200–400,Baridhara
The Pit Grill,4.2,1032,BBQ,"৳2,000+",Baridhara
Kacchi Ghor কাচ্চি ঘর,5,2,Biryani/Kacchi,N/A,Baridhara
Hazi Kacchi Ghar,3.8,6,Biryani/Kacchi,N/A,Baridhara
Kacchi Bari ~ Bangshal,4.4,130,Biryani/Kacchi,৳200–400,Baridhara
ক তে কাচ্চি,4,293,Biryani/Kacchi,৳200–400,Baridhara
Puranton Dhakar Kacchi Biriyani House,4.2,89,Biryani/Kacchi,৳200–400,Baridhara
Pizza Roma Basundhara,4.9,25,Pizza,"৳800–1,000",Baridhara
Pizza Lab,4.2,531,Pizza,$$,Baridhara
Slice Pizza,4.4,37,Pizza,৳200–400,Baridhara
Domino’s Pizza Basundhara R/A,4.1,319,Pizza,$$,Baridhara
Pizza Hut Bhatara,4.1,1098,Pizza,৳400–600,Baridhara
Cheez Bashundhara,4.4,341,Pizza,N/A,Baridhara
Delicious pizza-Bashundhara,4.5,11,Pizza,N/A,Baridhara
BURGEROLOGY Bashundhara R/A,4.3,2303,Burger,৳200–400,Baridhara
American Burger Bashundhara,3.9,485,Burger,৳200–400,Baridhara
American Burger at Jcx Business Tower,4.8,13,Burger,৳200–600,Baridhara
