name,rating,reviews,cuisine,price,location
Chillox Bashundhara R/A,4.2,1233,Burger,৳200–400,Baridhara
Burger Xpress Bashundhara,4.2,129,Burger,৳200–400,Baridhara
"Smokie Patty, Gulshan Lake Drive",4.3,50,Burger,N/A,Baridhara
Chucky G,4.3,4,Burger,N/A,Baridhara
Mr. Burger,4.3,2120,Burger,$,Baridhara
American Burger Bashundhara R/A New Outlet,4.6,5,Burger,N/A,Baridhara
Fry Bucket - Baridhara,3.8,22,Fast Food,৳200–400,Baridhara
Khana's - The Club House,4.3,6463,Fast Food,৳200–400,Baridhara
Good Time Fast Food & Restaurant,4.3,50,Fast Food,৳200–400,Baridhara
Hidden Bite Fast Food & Juice Baar,5,6,Fast Food,N/A,Baridhara
Food 24 paradise,5,1,Fast Food,N/A,Baridhara
বনমায়া - Live Fast Food & Bakery,5,11,Fast Food,N/A,Baridhara
Naval Point (নেভাল পয়েন্ট),4.4,9,Fast Food,৳200–400,Baridhara
Takeout Dhanmondi,4.3,4954,Fast Food,$$,Baridhara
Traditional Table,5,1,Fast Food,N/A,Baridhara
"Dhaka Street, Bashundhara R/A",4.8,8,Fast Food,৳1–200,Baridhara
Cafe Mama,4.9,81,Fast Food,৳200–400,Baridhara
Snacks Break,5,15,Fast Food,৳1–200,Baridhara
Tabaq Coffee | Baridhara DOHS,4.4,903,Cafe,$$,Baridhara
NORTH END coffee roasters Ascott,4.5,409,Cafe,$$,Baridhara
Dallas Cafe & Restaurant,4,492,Cafe,$$,Baridhara
Daily Treats,4.8,56,Cafe,N/A,Baridhara
NORTH END coffee roasters AISD,4.6,24,Cafe,"৳800–1,000",Baridhara
CSD TESS Restaurant,4.2,378,Cafe,N/A,Baridhara
Awake Cafe & Bistro,4.3,1702,Cafe,$$$,Baridhara
Hangout,4,375,Cafe,৳200–400,Baridhara
Royal Treat Restaurant,4.6,5,Cafe,N/A,Baridhara
Nexus Cafe Palace,4.6,20,Cafe,"৳2,000+",Baridhara
NAZIRA BAZAR RELOADED,4.4,62,Bengali,৳200–400,Bashundhara
The Food Hall ~ Bashundhara R/A,3.8,2907,Bengali,$$,Bashundhara
Hazi Mobarak Biriyani House,4.2,457,Bengali,৳200–400,Bashundhara
Bashundhara Restaurant And Biryani House,4.9,16,Bengali,N/A,Bashundhara
Chui Jhal Restaurant Bashundhara,4,1058,Bengali,৳200–400,Bashundhara
Secret Recipe Bashundhara R/A Flagship,4.1,401,Bengali,$$$,Bashundhara
Dhali Food Court - Bashundhara R/A,4.1,4215,Bengali,৳200–400,Bashundhara
The Green Lounge Bashundhara R/A,4.2,1087,Bengali,$$$,Bashundhara
Bengal Dine Restaurant,4.7,76,Bengali,N/A,Bashundhara
Slice N Bites,5,3,Chinese,N/A,Bashundhara
Dumpling Flavours,5,4,Chinese,N/A,Bashundhara
"Cafe Garden, Bashundhara R/A",N/A,N/A,Chinese,N/A,Bashundhara
Kanary Restaurant,4,564,Chinese,৳200–400,Bashundhara
Sunflower,3.7,930,Chinese,৳400–600,Bashundhara
Salt & Butter,3.8,393,Chinese,৳400–600,Bashundhara
Kung Fu Noodles,3.5,62,Chinese,৳400–600,Bashundhara
Green & Pepper Restaurant,4.2,255,Chinese,$$,Bashundhara
The Momo House - Bashundhara R/A,4.1,94,Chinese,৳200–400,Bashundhara
Magpie restaurant,4.1,295,Chinese,৳200–400,Bashundhara
Ember's Dine,5,15,Indian,৳200–400,Bashundhara
Mint Leaf Restaurant,3.7,873,Indian,$$,Bashundhara
Chai Garam Bashundhara,5,1,Indian,N/A,Bashundhara
Tandooriwala Bashundhara,3.2,19,Indian,N/A,Bashundhara
Saffron Dine,3.9,118,Indian,৳400–600,Bashundhara
Delhi Biriyani,4.3,3,Indian,N/A,Bashundhara
তেহারী ঘর Tehari Ghar,4.7,6,Indian,৳200–400,Bashundhara
Dosa Express,4,1897,Indian,৳200–400,Bashundhara
Royal Garden Restaurant,5,11,Thai,N/A,Bashundhara
Thai Express,4.4,14,Thai,N/A,Bashundhara
Thai Express থাই এক্সপ্রেস,4,4,Thai,N/A,Bashundhara
Dimsum Express,5,9,Thai,N/A,Bashundhara
Wooden Spoon,4,745,Thai,$$,Bashundhara
Root & Roof Restaurant,4.9,7,Thai,N/A,Bashundhara
Street Oven Bashundhara Outlet,4.1,218,Italian,N/A,Bashundhara
Sushi On The Go,5,11,Japanese,৳200–400,Bashundhara
Sushi Oki,3.9,179,Japanese,N/A,Bashundhara
Sushi & Maki Express,5,9,Japanese,N/A,Bashundhara
TAKUMI Japanese Restaurant Uttara,4.7,80,Japanese,N/A,Bashundhara
Hasnaien's Cafe,5,8,Mexican,৳200–400,Bashundhara
Pavo Restaurant Dhaka,3.9,63,Mexican,N/A,Bashundhara
Taco Bele (Test of spicy) New,3.7,125,Mexican,৳200–400,Bashundhara
BURRITOZ,5,1,Mexican,N/A,Bashundhara
El Turkito Basundhara,3.4,15,Mexican,৳200–400,Bashundhara
El Turkito ~ Baily road,3.2,118,Mexican,৳200–400,Bashundhara
Urban Void Food Court,4.1,1076,Mexican,৳200–400,Bashundhara
Lakeview bbq & juice bar,4.9,21,BBQ,N/A,Bashundhara
Toum,4.3,305,BBQ,৳200–600,Bashundhara
Sultan's Dine Bashundhara,4.1,3383,Biryani/Kacchi,৳400–600,Bashundhara
Haji Biriyani,3.8,2026,Biryani/Kacchi,৳200–400,Bashundhara
Delhi Biryani,3.8,110,Biryani/Kacchi,৳1–200,Bashundhara
Biryani Bazar - Bashundhara R/A,3.9,17,Biryani/Kacchi,৳200–400,Bashundhara
Metro kitchen,4,2902,Biryani/Kacchi,N/A,Bashundhara
Chui & Kacchi,5,2,Biryani/Kacchi,N/A,Bashundhara
Kacchi Bhai - Karwan Bazar,3.8,405,Biryani/Kacchi,৳200–400,Bashundhara
Joes Pizza Bashundhara,4.1,11,Pizza,N/A,Bashundhara
Vittles - Bashundhara,4.2,5,Pizza,N/A,Bashundhara
Es PizzA,5,10,Pizza,৳200–400,Bashundhara
Crust & Bunz,3,56,Pizza,N/A,Bashundhara
Pizza Hut Jamuna Future Park,3.9,149,Pizza,N/A,Bashundhara
STEAK BURGER,4,1566,Burger,N/A,Bashundhara
Herfy Bashundhara,4.3,620,Burger,৳400–600,Bashundhara
Burger Mania,4,36,Burger,৳200–400,Bashundhara
Oh My Grill!,5,3,Burger,N/A,Bashundhara
☕Kudos Bashundhara☕,4.1,594,Burger,৳200–600,Bashundhara
Shawarma Damasco (Bashundhara),4.5,96,Burger,৳200–400,Bashundhara
American Blend Pizza and Edge Coffee,3.9,142,Burger,৳200–400,Bashundhara
Takeout Bashundhara,4.2,53,Burger,৳200–400,Bashundhara
KFC Bashundhara,4,697,Fast Food,$$,Bashundhara
Roadside Kitchen Bashundhara R/A,4.1,721,Fast Food,৳200–600,Bashundhara
Sara’s Cloud Kitchen - Bashundhara,4.5,22,Fast Food,৳200–400,Bashundhara
Fry Bucket - Bashundhara,3.8,71,Fast Food,৳200–400,Bashundhara
Dhaka Foods,3.7,504,Fast Food,৳200–400,Bashundhara
Food Village,4,662,Fast Food,৳400–600,Bashundhara
Crimson Cup Basundhara,4.2,1137,Cafe,৳200–600,Bashundhara
Café Leo,4.2,70,Cafe,৳600–800,Bashundhara
Cozmo Cafe & Bistro,4.2,579,Cafe,N/A,Bashundhara
Page4,4.8,52,Cafe,N/A,Bashundhara
Chayer Adda,4.2,1577,Cafe,৳1–200,Bashundhara
Brew Splash Bashundhara R/A,4.2,105,Cafe,N/A,Bashundhara
Cafe Canada,4.4,11,Cafe,N/A,Bashundhara
Shiraj Chuigosto - Uttara,4.6,857,Bengali,৳1–200,Uttara
B.N.C.C. Canteen & Restaurant,4.2,1201,Bengali,৳200–400,Uttara
Love Leen Bangla Restaurant,4.4,120,Bengali,৳200–400,Uttara
Zafran Restaurant,4.1,3072,Bengali,৳200–400,Uttara
Mejbani Khana,4.1,1993,Bengali,৳400–600,Uttara
Lake Terrace,4,3239,Bengali,$$$,Uttara
Ashta Banjan - Uttara,3.3,123,Bengali,৳200–400,Uttara
Tehari Ghar,4.3,879,Bengali,৳200–400,Uttara
Metro Kitchen,3.9,62,Bengali,৳200–400,Uttara
Falguni Restaurant,3.7,680,Bengali,৳200–400,Uttara
Ajo Idea Space,4.3,3593,Bengali,$$,Uttara
Ekushey Voj Restaurent (একুশে ভোজ রেস্তোরাঁ),3.8,631,Bengali,৳200–400,Uttara
Kabab Factory,3.8,4766,Bengali,$$$,Uttara
Bangla Dhaba,4,25,Bengali,$,Uttara
Broccoli Restaurant / Texas grill &cafe,3.8,1485,Bengali,৳200–400,Uttara
Jononi Restora (Bangla Khabar),3.7,10,Bengali,৳1–200,Uttara
Kala Bhuna & Kabab Nook,4.7,96,Bengali,৳200–400,Uttara
Islamia Kabab Ghor And Bangla Hotel,3.9,171,Bengali,৳1–200,Uttara
Mainland China Blue Uttara,4.2,1365,Chinese,"৳2,000+",Uttara
XINXIAN Restaurant,4,2581,Chinese,$$,Uttara
Dim Sum Town,4.5,973,Chinese,$$,Uttara
Golden Spoon,4,840,Chinese,$$,Uttara
Huaxing Chinese Food,4.7,63,Chinese,N/A,Uttara
Bamboo Shoot,4.2,597,Chinese,"৳2,000+",Uttara
Viva Chinese Restaurent,4.1,309,Chinese,N/A,Uttara
FOODIES' POND RESTAURANT,4.5,767,Chinese,$$,Uttara
Sìhǎi (四海),4.8,13,Chinese,N/A,Uttara
Blossom Restaurant - 百盛港式茶餐厅,4.1,193,Chinese,N/A,Uttara
Mingshi,4.6,21,Chinese,N/A,Uttara
Golden Rice,4.4,53,Chinese,N/A,Uttara
Rice & Noodle Uttara,4,744,Chinese,৳400–600,Uttara
Textile Community Restaurant,5,4,Chinese,N/A,Uttara
The Dining Lounge Uttara,4.6,652,Chinese,$$,Uttara
Royal Cuisine Restaurant (Uttara),3.8,4299,Chinese,"৳800–1,000",Uttara
Trouvaille,4.4,1601,Chinese,$$,Uttara
Roasters Uttara,4.4,32,Chinese,৳200–400,Uttara
Muslim Restaurant and Mini Chinese,4,945,Chinese,৳200–400,Uttara
Mumbai Express,4.3,759,Indian,$$,Uttara
Tandoor N Spice Uttara,3.9,188,Indian,N/A,Uttara
Indian Dosa Express,3.7,89,Indian,৳1–200,Uttara
Kacchi Darbar - Uttara,4.3,2455,Indian,৳200–400,Uttara
Khazana Restaurant & Kabab Ghar,3.8,286,Indian,৳200–400,Uttara
Sultan's Dine-Uttara,4,3468,Indian,৳400–600,Uttara
Indulge Uttara,4.4,896,Indian,N/A,Uttara
Indian Spicy,3.5,54,Indian,N/A,Uttara
Taste of India Restaurant,3.7,90,Indian,N/A,Uttara
Thai Emerald Uttara,4.3,1698,Thai,$$$,Uttara
Real Thai Sky Cafe,4,1034,Thai,$$$,Uttara
Khao San Uttara,4.1,116,Thai,N/A,Uttara
House Of Thai Uttara,3.8,415,Thai,$$,Uttara
"""স"" তে ""সতেরো"" (Couple Zone) রেস্টুরেন্ট",4.4,25,Thai,৳200–400,Uttara
Yatai,4.3,540,Thai,N/A,Uttara
Takeout Uttara,4.3,3703,Thai,৳200–400,Uttara
Project Foodie Uttara Branch,4.2,6,Thai,N/A,Uttara
PizzaBurg Uttara Branch,4.8,15670,Italian,$$,Uttara
Biancaffé Uttara,4.5,61,Italian,N/A,Uttara
Traveler's Cafe-pizza N pasta,4.9,10,Italian,N/A,Uttara
Gusto Bistro & Coffee House company,4.5,1093,Italian,$$$,Uttara
CIAO Cafe & Restaurant,4,233,Italian,N/A,Uttara
Domino's Pizza Uttara,4.2,2344,Italian,$$,Uttara
EATALIA Restaurant,3.6,25,Italian,৳600–800,Uttara
Alfresco Uttara,4.1,1708,Italian,$$,Uttara
Pizza inn Uttara,4.1,230,Italian,$$,Uttara
Oven Fresh,4.4,3208,Italian,৳200–400,Uttara
VIRGO LOUNGE,4.2,411,Italian,N/A,Uttara
Pizza Hut Uttara-13,4.2,1723,Italian,$$,Uttara
"Pizza Hut, Uttara",4.2,1388,Italian,$$,Uttara
La Mirchi Eatery & Cafe,4.2,1104,Italian,N/A,Uttara
Pipaju,4.2,13,Italian,৳200–400,Uttara
Dae Jang Geum DHAKA,4.3,49,Korean,"৳2,000+",Uttara
Korean restuarent utara,5,2,Korean,N/A,Uttara
House of Ramen,4.5,137,Korean,৳400–600,Uttara
KURO,4.6,11,Korean,"৳800–1,000",Uttara
Izakaya Uttara,4.7,435,Korean,N/A,Uttara
KUNG FOOD,3.9,578,Korean,$$,Uttara
Bipul hotel and suit vander,N/A,N/A,Korean,N/A,Uttara
Yama Hotpot & Grill,4.4,373,Korean,"৳2,000+",Uttara
D's Bistro,4.7,172,Korean,৳400–600,Uttara
Tokyo Kitchen Uttara,4,71,Korean,N/A,Uttara
Sushi Momo Uttara,4.2,290,Japanese,৳200–400,Uttara
Sushi yAki Uttara,4.1,266,Japanese,$$,Uttara
Kyoto Bangladesh,4.3,134,Japanese,N/A,Uttara
Japanese Restaurant Nagasaki,4.3,117,Japanese,N/A,Uttara
Sumo Sushi Restaurant,3.8,236,Japanese,N/A,Uttara
TBC - Uttara,4.2,110,Japanese,N/A,Uttara
Mokja BD_Uttara,5,3,Japanese,৳200–400,Uttara
El Turkito uttara,3.9,57,Mexican,৳200–400,Uttara
Cartel restaurants,3.9,23,Mexican,N/A,Uttara
Fajitas Uttara,3.8,331,Mexican,৳200–600,Uttara
The Cafe Rio Ltd. (Uttara Branch),4,4220,Mexican,"৳800–1,000",Uttara
Taco Spicy,4.1,65,Mexican,৳200–400,Uttara
Jalapeno Café Lebanese,4.3,522,Mexican,N/A,Uttara
Checkers,4.1,1450,Mexican,৳200–400,Uttara
Madchef Uttara,4.1,1869,Mexican,৳400–600,Uttara
Fresh Pizza,4.4,173,Mexican,৳200–400,Uttara
Ocaso Skyscape,3.9,730,Mexican,N/A,Uttara
Campfire,4.2,402,Mexican,$$,Uttara
Soul Spice Restaurent,4.1,8,Mexican,N/A,Uttara
Cheese n Chicken,4.2,171,Mexican,৳200–400,Uttara
"Taza BBQ House, Uttara Branch",3.2,71,BBQ,N/A,Uttara
Kath Koyla BBQ,4.2,28,BBQ,N/A,Uttara
Sky Line Rooftop Live BBQ Restaurant,4.8,4,BBQ,N/A,Uttara
Candle Park Cafe n Restaurant,4.2,22,BBQ,৳200–400,Uttara
The Grill Master,3.2,16,BBQ,৳400–600,Uttara
Chillox Uttara,4.2,4059,BBQ,৳200–400,Uttara
The Cafe Rio - Uttara,3.6,2288,BBQ,"৳800–1,000",Uttara
SAO 26,4.3,1326,BBQ,$$,Uttara
Cafe Darbar Uttara,4.1,2891,BBQ,৳200–600,Uttara
মিস্টার মানিক ফুডস,4.1,3400,BBQ,৳200–400,Uttara
Kacchi Dine - Uttara রাজলক্ষ্মী,4,66,Biryani/Kacchi,৳400–600,Uttara
dhali dining-Authentic Kacchi Biriyani,4.3,11,Biryani/Kacchi,N/A,Uttara
Kacchi Xpress | Uttara,3.6,550,Biryani/Kacchi,৳200–400,Uttara
Nawabi Khana,4.6,348,Biryani/Kacchi,N/A,Uttara
Kacchi wali,3.6,90,Biryani/Kacchi,N/A,Uttara
Pach Bhai Restaurant,4.2,127,Biryani/Kacchi,৳200–400,Uttara
Nanna Biryani,3.8,229,Biryani/Kacchi,৳200–400,Uttara
Kacchi Wala Uttara,3.8,722,Biryani/Kacchi,৳200–400,Uttara
গোল্ডেন পিজ্জা হাউজ (Golden Pizza House),4.2,352,Pizza,৳200–400,Uttara
Domino's Pizza Uttara - 6,4.1,129,Pizza,$$,Uttara
Pizza Hut Uttara Sector 6,4.2,79,Pizza,$$,Uttara
Pizza Da Town Uttara,5,4,Pizza,N/A,Uttara
Oven Pizza (ওভেন পিৎজা) Uttara Sector 14,4.6,36,Pizza,৳400–600,Uttara
Le Pizzariano & Cafe,4.6,26,Pizza,N/A,Uttara
Cheez Uttara,4.3,318,Pizza,N/A,Uttara
MadNess PizZa,4.4,43,Pizza,N/A,Uttara
Nishu's Pizza Zone,4.8,5,Pizza,N/A,Uttara
Oven Pizza & Tacos,4.2,239,Pizza,৳200–400,Uttara
Uttara Pizza House,3.6,23,Pizza,৳200–400,Uttara
PizzaBurg,4.7,26149,Pizza,৳200–600,Uttara
American Burger,4.1,166,Burger,৳200–400,Uttara
Buns & Patty - Gourmet Burger Joint,4.5,22,Burger,৳200–400,Uttara
Burger Lab Uttara,4.2,423,Burger,৳200–400,Uttara
Burger King Uttara,4,2024,Burger,৳200–400,Uttara
Herfy - Uttara,4.3,1837,Burger,৳400–600,Uttara
The Big Q,4.9,143,Burger,N/A,Uttara
Dip Fry and Steak,4.4,181,Burger,N/A,Uttara
Fuoco Flagship - Uttara,4.3,859,Burger,৳200–400,Uttara
Kudos Uttara,4.2,1866,Burger,৳200–400,Uttara
Foodx,4.9,11,Burger,N/A,Uttara
Burgrill Bangladesh,4.5,59,Burger,N/A,Uttara
KFC Uttara 13,4.1,3837,Fast Food,$$,Uttara
Khana's Uttara Flagship,4.1,928,Fast Food,৳200–400,Uttara
KFC,4.1,1704,Fast Food,$$,Uttara
Khana's Uttara Classic,4.1,1422,Fast Food,৳200–400,Uttara
Coffeelicious Coffee Uttara,4.1,2648,Cafe,৳400–600,Uttara
Hobnob Coffee,4.3,2459,Cafe,$$,Uttara
Boncafe Uttara,4.3,786,Cafe,$$,Uttara
RAAGA ART CAFE,4.2,898,Cafe,$$,Uttara
Karai Cafe,4.1,504,Cafe,৳400–600,Uttara
Grassroot Cafe Uttara,4.2,234,Cafe,N/A,Uttara
Broast Cafe,4.2,462,Cafe,N/A,Uttara
Canvas Cafe and Restaurant,3.9,146,Cafe,$$,Uttara
Crimson Cup Uttara,4.3,3047,Cafe,৳400–600,Uttara
Royal Bengal Restaurant,4.1,331,Bengali,N/A,Mirpur
Bangaliana Bhoj - Mirpur,3.8,466,Bengali,৳200–400,Mirpur
Rabbani Hotel & Restaurant,4.1,10527,Bengali,৳200–400,Mirpur
Bengal Biriyani,4.5,13,Bengali,N/A,Mirpur
Bangla Beef Secret - Mirpur 1 Branch,4.7,6,Bengali,N/A,Mirpur
Khichuri Bari,3.1,134,Bengali,৳200–400,Mirpur
Nogor Bangla Khabar,4.3,67,Bengali,৳400–600,Mirpur
Bangla Beef Secret,3.9,135,Bengali,৳200–400,Mirpur
Bangla Restaurant,4.5,4,Bengali,N/A,Mirpur
জান্নাত হোটেল এন্ড রেস্তোরা,5,1,Bengali,N/A,Mirpur
BiyeBari Restaurant - Mirpur 12,4,248,Bengali,N/A,Mirpur
Grand Moharaj,4,770,Bengali,৳1–200,Mirpur
Suptir Roshoi Khana,5,2,Bengali,N/A,Mirpur
Purnima Restaurant,3.8,4664,Bengali,৳200–400,Mirpur
রফিকের ভর্তা ভাত হোটেল,4.2,792,Bengali,৳200–400,Mirpur
Al-Baraka Hotel & Restaurant,3.8,2908,Bengali,৳200–400,Mirpur
বাসমতি ঘর(Basmati Ghor),N/A,N/A,Bengali,N/A,Mirpur
Showkot Kabab Ghor,4,3416,Bengali,৳200–400,Mirpur
ThangabaliBD,3.9,227,Bengali,৳200–400,Mirpur
Bengali food and cafe Ltd. ( bfcl )- বেঙ্গলী ফুড এন্ড ক্যাফে,4.6,8,Bengali,N/A,Mirpur
Xinxian Restaurant | Mirpur-10,4,3390,Chinese,$$$,Mirpur
Grand Prince Thai & Chinese Restaurant,3.8,1604,Chinese,$$,Mirpur
Kiyangshi Thai & Chinese Restaurant,3.9,1610,Chinese,$$,Mirpur
"Xinxian Restaurant, Mirpur 1",4.2,479,Chinese,N/A,Mirpur
City Mahal Chinese Restaurant And Convention Center Ltd.,3.7,1755,Chinese,$$,Mirpur
Grand Prince Chinese & Convention Hall,4.1,1882,Chinese,$$,Mirpur
Piyang King Thai and Chinese Restaurant - Mirpur-10,3.8,390,Chinese,৳400–600,Mirpur
Shahin Thai & Chinese Restaurant,4.4,26,Chinese,৳200–400,Mirpur
Grand Prince Chinese Restaurant,4.1,216,Chinese,N/A,Mirpur
Chilis Restaurant (Mirpur-12),3.9,620,Chinese,N/A,Mirpur
Night Queen Thai & Chinese Restaurant,3.8,236,Chinese,N/A,Mirpur
Golden Park Chinese Restaurant - Mirpur-10,3.7,269,Chinese,"৳800–1,000",Mirpur
New Melbourne Thai & Chinese Restaurant,3.7,468,Chinese,N/A,Mirpur
AHAR RESTAURANT,3.9,85,Chinese,৳200–400,Mirpur
Bay Leaf Restaurant,3.8,1052,Chinese,৳400–600,Mirpur
AVANO - Asian Fusion Restaurant,4.8,1636,Chinese,N/A,Mirpur
"Four Seasons Restaurant, Mirpur-11",3.9,73,Chinese,N/A,Mirpur
Kings Chinese Restaurant,4.1,54,Chinese,N/A,Mirpur
Friends Food And Restaurant,4.5,30,Chinese,N/A,Mirpur
"DOSA Express Mirpur, Indian restaurant",3.7,106,Indian,N/A,Mirpur
The East Indian Eatery (Mirpur),3.8,35,Indian,৳400–600,Mirpur
Café Meta Four Restaurant,5,2,Indian,N/A,Mirpur
Desi Dosso,5,1,Indian,N/A,Mirpur
Santoor Restaurant,4.1,1980,Indian,$$,Mirpur
Signature Food Court,4,1546,Indian,৳200–400,Mirpur
Kacchi Darbar Mirpur,4.7,316,Indian,৳200–400,Mirpur
Chef's Rooftop,4.2,938,Indian,N/A,Mirpur
LALKELLA (লালকেল্লা) restaurant,4.3,6,Indian,N/A,Mirpur
Basanta Kebin (বসন্ত কেবিন),4.3,70,Indian,৳200–400,Mirpur
Thai Garden-2 Party Center,3.9,1433,Thai,৳400–600,Mirpur
Posh Lounge Rooftop,4.5,801,Thai,৳400–600,Mirpur
Delicious Restaurant Cake & Cafe,4.1,34,Thai,৳400–600,Mirpur
MF cap and Thai Chinese restaurant,N/A,N/A,Thai,N/A,Mirpur
Thai Beans,4.7,3,Thai,N/A,Mirpur
PERI PASTA,4,1985,Italian,৳200–400,Mirpur
Pizza Sapore BD,4,399,Italian,৳200–600,Mirpur
Pizza Inn,4,2468,Italian,$$$,Mirpur
Little Italy Co,4.3,16,Italian,৳200–400,Mirpur
Pizzeria Bangladesh,4.8,97,Italian,৳200–400,Mirpur
WOW PIZZA,4.1,285,Italian,৳200–400,Mirpur
PAPIZZA,4,299,Italian,৳200–400,Mirpur
Crust & Spice,4.6,22,Italian,৳200–400,Mirpur
The Etalia,4,1822,Italian,৳200–400,Mirpur
Nongor - নোঙ্গর Rooftop,4.2,78,Italian,৳400–600,Mirpur
Pizza Station Mirpur-1,4.2,30,Italian,N/A,Mirpur
T&C,4.1,356,Italian,N/A,Mirpur
il Forno Ristorante,4,4,Italian,N/A,Mirpur
Pizza Star - Mirpur 10,4.3,97,Italian,৳200–400,Mirpur
Galleria Restaurant and Cafe,4.1,812,Italian,$$,Mirpur
Food Ranger Restaurant,3.9,196,Italian,৳200–400,Mirpur
Habit Lounge,4.5,150,Italian,৳200–400,Mirpur
Cheese Factory Mirpur,4.1,1556,Italian,৳200–400,Mirpur
Pizza N Pasta Hut,4.2,46,Italian,৳200–600,Mirpur
Korean Bangladesh Club restaurant L.T.D,4.4,575,Korean,"৳2,000+",Mirpur
seoul tteokbokki house,4.9,18,Korean,৳400–600,Mirpur
Miso Pot,4.5,10,Korean,৳200–400,Mirpur
Melting Pot (Mirpur 12),4.2,374,Korean,৳400–600,Mirpur
Melting Pot (Mirpur 1),4,202,Korean,৳400–600,Mirpur
Seoul Restaurant,3.9,1552,Korean,$$,Mirpur
